# L=256
# Trotter decomposition for beta: order=4 and bstep=0.100000
# Trotter decomposition for time: order=4 and tstep=0.100000

# t ; Re[Cij(t)] ; Im[Cij(t)] ; Re[Szi(t)] ; Im[Szi(t)]
0 0.25 0 -5.1137253829e-07 0
0.1 0.247745070389 -0.0287495244286 -5.08736744994e-07 -5.40024500843e-17
0.2 0.241056254912 -0.0567128118761 -5.00978773274e-07 -5.13542991502e-17
0.3 0.230158013226 -0.0831348104154 -4.88531731856e-07 -5.64872537247e-17
0.4 0.215413137536 -0.107321248729 -4.72081567936e-07 -3.69969020579e-17
0.5 0.197306460642 -0.128665152697 -4.5251267003e-07 -1.12921995309e-17
0.6 0.176423338329 -0.14666898056 -4.30837868832e-07 2.97250639009e-18
0.7 0.153424093771 -0.160961340611 -4.0812547808e-07 2.47132769028e-17
0.8 0.129015812658 -0.17130758017 -3.8541634769e-07 6.40827567891e-17
0.9 0.103922988789 -0.177613895201 -3.63645273698e-07 2.6017454523e-17
1 0.0788585367368 -0.179924981493 -3.4356886321e-07 -5.87626028905e-17
1.1 0.0544966127344 -0.178415607019 -3.25709261178e-07 -1.74478426189e-17
1.2 0.0314485244857 -0.173376806917 -3.10314391719e-07 -2.1065280558e-17
1.3 0.0102427792143 -0.165197667837 -2.97346332495e-07 -2.19458835383e-18
1.4 -0.00868996355692 -0.154343863342 -2.86481226945e-07 2.41639947006e-17
1.5 -0.025026583763 -0.141334216936 -2.77141705742e-07 1.80146199303e-17
1.6 -0.0385557113811 -0.126716599658 -2.68535576166e-07 4.26417180277e-17
1.7 -0.0491766405346 -0.111044418923 -2.59720648037e-07 5.38436401287e-17
1.8 -0.0568934167752 -0.0948548352178 -2.49676140279e-07 -2.69399383305e-17
1.9 -0.0618047957124 -0.0786496578335 -2.37375640977e-07 1.79483963185e-17
2 -0.0640909478946 -0.0628796457303 -2.21869628086e-07 -5.29949509144e-17
2.1 -0.0639978924275 -0.0479326883634 -2.02353431791e-07 -6.79072651693e-17
2.2 -0.0618206784968 -0.03412607434 -1.78228907256e-07 1.87555483055e-17
2.3 -0.0578863089151 -0.0217028129654 -1.49149772739e-07 -3.89424756496e-17
2.4 -0.0525373135719 -0.0108317387539 -1.15051995277e-07 -5.5314818579e-17
2.5 -0.0461167504562 -0.00161094551605 -7.61653224319e-08 -1.98923535991e-17
2.6 -0.0389552377202 0.0059260525002 -3.30039754172e-08 -7.96836911805e-17
2.7 -0.031360436442 0.0118021153259 1.36594675538e-08 1.31662697539e-17
2.8 -0.0236092050398 0.0160869604639 6.28386067943e-08 3.38113167919e-17
2.9 -0.0159424563028 0.0188870444904 1.13388307989e-07 -2.18996377263e-17
3 -0.00856258027559 0.0203355026874 1.6406970938e-07 2.59876954326e-17
3.1 -0.00163314807957 0.0205827068078 2.13618373446e-07 2.95177884395e-17
3.2 0.00471948023862 0.01978788079 2.60813710487e-07 4.18070650733e-17
3.3 0.0104031031553 0.0181120890367 3.045428239e-07 4.76000003697e-17
3.4 0.0153556679315 0.0157127486046 3.4385727136e-07 1.59266173978e-17
3.5 0.0195407558729 0.0127397108759 3.78013528702e-07 5.77606388955e-17
3.6 0.0229430160352 0.00933280728337 4.0649833287e-07 5.06920345703e-17
3.7 0.0255638783625 0.00562068944017 4.29038374899e-07 -4.43060853295e-17
3.8 0.0274178418972 0.00172068556601 4.4559343475e-07 1.21531843034e-17
3.9 0.0285294863967 -0.00226059938953 4.56330978233e-07 -1.21811019633e-17
4 0.0289312966348 -0.00622627499095 4.61593062702e-07 5.8727096096e-17
4.1 0.0286622740899 -0.0100880113637 4.61852855972e-07 -4.56031160349e-17
4.2 0.0277672361336 -0.0137650213181 4.57664937051e-07 1.20097470774e-17
4.3 0.0262966430304 -0.0171833475356 4.49618099927e-07 4.00107107829e-17
4.4 0.0243067580707 -0.0202755969422 4.38288280785e-07 -1.1688744562e-17
4.5 0.0218599228158 -0.0229811641712 4.24204428179e-07 -6.50767621485e-17
4.6 0.0190247413342 -0.0252469190869 4.07819699856e-07 5.49676838777e-17
4.7 0.0158759883161 -0.0270282902157 3.89498887166e-07 -7.20849565703e-17
4.8 0.0124941259037 -0.0282906027456 3.69517602997e-07 1.2367421448e-17
4.9 0.00896431200323 -0.0290104927656 3.4807166057e-07 -6.16090633574e-18
5 0.00537489617053 -0.029177236977 3.25295756796e-07 -8.2442255023e-17
5.1 0.00181543843148 -0.028793801842 3.01284361438e-07 -1.52416045091e-17
5.2 -0.00162566498574 -0.0278774704967 2.76118917308e-07 1.25840812032e-17
5.3 -0.00486381073671 -0.0264599002337 2.49890696277e-07 -2.67446877176e-17
5.4 -0.00782093617823 -0.0245866020595 2.22718133031e-07 -2.6922315245e-17
5.5 -0.0104281359533 -0.0223157040834 1.94758501866e-07 3.64009787606e-17
5.6 -0.0126280765879 -0.0197161536878 1.66208738297e-07 1.56607759594e-17
5.7 -0.0143769516333 -0.0168653469672 1.37297631084e-07 -7.58066309563e-17
5.8 -0.0156458920435 -0.01384635486 1.0827230716e-07 1.29623899824e-17
5.9 -0.016421737035 -0.010744871128 7.93790832307e-08 -7.26412638944e-17
6 -0.0167071038482 -0.0076460742478 5.08449525684e-08 -5.20285460042e-17
6.1 -0.0165197672594 -0.00463156223294 2.28591869925e-08 -8.23027071229e-18
6.2 -0.0158913841143 -0.0017765323782 -4.438109519e-09 -1.20261821422e-17
6.3 -0.0148656830949 0.000852639130553 -3.09624126333e-08 -2.52102940594e-17
6.4 -0.0134961820907 0.0032003178171 -5.66821975559e-08 -1.18213400794e-17
